MATRICULA;CURSO;MODULO;FUNCIONARIO;ORDEM;STATUS;AULA_ATUAL;INTERATIVIDADE;VIRTUAIS;REPROVADO;APOSTILAENTREGUE;DATAPRIMEIROACESSO;DATAPRVISAOCONCLUSAOCURSO;DATACONCLUSACURSO;INTER_EXTENDIDO;DATA_ENTREGA_APOSTILA;FUNCIONARIO_ENTREGA_APOST;APOSTILA_REENTREGUE;TIPOAPOSTILA
552;130;1;1;5;C;18;S;N;N;S;27.09.2019;02.10.2019;10.10.2019;N;27.09.2019;1;N;DIGITAL
552;131;1;1;2;C;17;S;N;N;S;24.07.2019;24.07.2019;09.08.2019;N;24.07.2019;1;N;DIGITAL
552;196;1;1;6;C;13;;;;S;02.10.2019;02.10.2019;18.10.2019;N;16.10.2019;1;N;DIGITAL
552;219;0;1;4;C;32;N;N;;S;04.09.2019;09.10.2019;27.09.2019;N;04.09.2019;1;N;DIGITAL
553;62;1;1;1;A;5;S;N;N;S;11.07.2019;12.09.2019;25.07.2019;N;11.07.2019;1;N;DIGITAL
553;129;1;1;3;E;;;;;N;;;;N;;;N;
553;130;1;1;4;E;;;;;N;;;;N;;;N;
553;131;1;1;2;E;;;;;N;12.09.2019;;;N;;;N;
553;161;0;1;6;E;;;;;N;;;;N;;;N;
553;196;1;1;5;E;;;;;N;;;;N;;;N;
554;108;35;1;2;A;1;S;N;;N;31.10.2019;02.01.2020;;N;;;N;
554;113;35;1;3;E;;;;;N;02.01.2020;;;N;;;N;
554;114;35;1;4;E;;;;;N;;;;N;;;N;
554;116;35;1;1;C;24;S;N;N;S;11.07.2019;17.10.2019;31.10.2019;N;11.07.2019;1;N;DIGITAL
554;163;0;1;5;E;;;;;N;;;;N;;;N;
554;216;0;1;6;E;;;;;N;;;;N;;;N;
555;62;1;1;1;C;18;S;N;N;S;27.07.2019;28.09.2019;21.08.2019;N;27.07.2019;1;N;DIGITAL
555;72;0;1;6;C;110;N;N;;N;;;;N;;;N;
555;129;1;1;3;C;21;S;N;N;S;02.10.2019;08.01.2020;29.11.2019;N;11.10.2019;1;N;DIGITAL
555;130;1;1;4;C;18;S;N;N;S;06.12.2019;07.02.2020;24.01.2020;N;17.01.2020;1;N;DIGITAL
555;131;1;1;2;C;17;S;N;N;S;21.08.2019;23.10.2019;25.09.2019;N;21.08.2019;1;N;DIGITAL
555;142;0;1;9;C;16;S;N;N;S;18.09.2020;20.11.2020;04.12.2020;N;18.09.2020;1;N;DIGITAL
555;144;0;1;11;C;19;N;N;;S;09.04.2021;11.06.2021;09.07.2021;N;23.04.2021;1;N;DIGITAL
555;149;0;1;13;A;8;N;N;;S;17.09.2021;19.11.2021;;N;17.09.2021;1;N;DIGITAL
555;150;0;1;10;C;22;S;N;N;S;04.12.2020;05.03.2021;01.04.2021;N;15.01.2021;1;N;DIGITAL
555;151;0;1;12;C;12;S;N;N;S;09.07.2021;10.09.2021;17.09.2021;N;23.07.2021;1;N;DIGITAL
555;165;0;1;8;C;22;;;;S;31.07.2020;31.10.2020;11.09.2020;N;31.07.2020;1;N;DIGITAL
555;196;1;1;5;C;13;N;N;;S;31.01.2020;03.04.2020;28.02.2020;N;17.01.2020;1;N;DIGITAL
556;69;13;1;3;E;;;;;N;;;;N;;;N;
556;84;13;1;6;E;;;;;N;;;;N;;;N;
556;85;13;1;7;E;;;;;N;;;;N;;;N;
556;88;13;1;5;E;;;;;N;;;;N;;;N;
556;111;13;1;2;E;;;;;N;28.09.2019;;;N;;;N;
556;125;13;1;1;A;9;S;N;N;S;27.07.2019;28.09.2019;14.09.2019;N;27.07.2019;1;N;DIGITAL
556;136;13;1;4;E;;;;;N;;;;N;;;N;
557;142;17;1;4;E;;;;;N;;;;N;;;N;
557;144;17;1;1;C;19;S;N;N;S;31.07.2019;02.10.2019;23.11.2019;N;31.07.2019;1;N;DIGITAL
557;147;17;1;5;E;;;;;N;;;;N;;;N;
557;150;17;1;2;A;12;N;N;N;S;07.12.2019;07.03.2020;22.02.2020;N;20.12.2019;1;N;DIGITAL
557;151;17;1;6;E;;;;;N;;;;N;;;N;
557;161;17;1;3;E;;;;;N;07.03.2020;;;N;;;N;
558;130;0;1;2;E;;;;;N;;;;N;;;N;
558;143;10;1;3;E;;;;;N;;;;N;;;N;
558;144;10;1;4;E;;;;;N;;;;N;;;N;
558;149;10;1;6;E;;;;;N;;;;N;;;N;
558;150;10;1;5;E;;;;;N;;;;N;;;N;
558;161;10;1;7;E;;;;;N;;;;N;;;N;
558;214;0;1;1;A;9;;;;S;31.07.2019;30.09.2019;;N;31.07.2019;1;N;DIGITAL
559;62;1;1;1;C;18;N;N;N;S;17.08.2019;19.10.2019;28.09.2019;N;17.08.2019;1;N;DIGITAL
559;129;1;1;3;C;21;S;N;N;S;21.12.2019;21.03.2020;16.05.2020;N;25.01.2020;1;N;DIGITAL
559;130;1;1;4;C;18;S;N;N;S;16.05.2020;18.07.2020;20.02.2021;N;06.06.2020;1;N;DIGITAL
559;131;1;1;2;C;17;S;N;N;S;28.09.2019;30.11.2019;21.12.2019;N;28.09.2019;1;N;DIGITAL
559;196;1;1;5;A;8;N;N;;S;20.02.2021;24.04.2021;;N;31.03.2021;1;N;DIGITAL
560;62;1;1;1;A;5;N;N;N;S;29.08.2019;31.10.2019;14.09.2019;N;29.08.2019;1;N;DIGITAL
560;129;1;1;3;E;;;;;N;;;;N;;;N;
560;130;1;1;4;E;;;;;N;;;;N;;;N;
560;131;1;1;2;E;;;;;N;31.10.2019;;;N;;;N;
560;196;1;1;5;E;;;;;N;;;;N;;;N;
561;130;28;1;3;E;;;;;N;;;;N;;;N;
561;142;28;1;2;E;;;;;N;15.11.2019;;;N;;;N;
561;144;28;1;1;A;3;N;N;N;S;13.09.2019;15.11.2019;;N;13.09.2019;1;N;DIGITAL
561;149;28;1;4;E;;;;;N;;;;N;;;N;
561;166;28;1;5;E;;;;;N;;;;N;;;N;
561;167;28;1;6;E;;;;;N;;;;N;;;N;
561;168;28;1;7;E;;;;;N;;;;N;;;N;
561;169;28;1;8;E;;;;;N;;;;N;;;N;
561;172;28;1;9;E;;;;;N;;;;N;;;N;
562;62;1;1;1;C;18;S;N;N;S;28.09.2019;30.11.2019;09.11.2019;N;28.09.2019;1;N;DIGITAL
562;125;0;1;9;C;17;S;N;N;S;05.09.2020;07.11.2020;14.11.2020;N;29.08.2020;1;N;DIGITAL
562;127;0;1;10;A;6;N;N;N;S;14.11.2020;20.02.2021;05.12.2020;N;02.12.2020;1;N;DIGITAL
562;130;1;1;3;C;18;S;N;N;S;15.02.2020;18.04.2020;06.06.2020;N;22.04.2020;1;N;DIGITAL
562;131;1;1;2;C;17;S;N;N;S;09.11.2019;11.01.2020;15.02.2020;N;09.11.2019;1;N;DIGITAL
562;161;0;1;4;C;21;S;N;N;S;06.06.2020;12.09.2020;08.08.2020;N;04.07.2020;1;N;DIGITAL
562;196;1;1;7;C;13;;;;S;08.08.2020;08.10.2020;;N;15.08.2020;1;N;DIGITAL
563;144;17;1;6;A;16;S;N;N;S;03.10.2019;05.12.2019;12.03.2020;N;03.10.2019;1;N;DIGITAL
563;147;17;1;9;E;;;;;N;;;;N;;;N;
563;150;17;1;7;E;;;;;N;05.12.2019;;;N;;;N;
563;151;17;1;8;E;;;;;N;;;;N;;;N;
563;161;17;1;10;E;;;;;N;;;;N;;;N;
564;111;6;1;3;E;;;;;N;;;;N;;;N;
564;112;6;1;4;E;;;;;N;;;;N;;;N;
564;113;6;1;2;E;;;;;N;11.01.2020;;;N;;;N;
564;116;6;1;1;A;5;N;N;N;S;05.10.2019;11.01.2020;05.10.2019;N;05.10.2019;1;N;DIGITAL
564;163;6;1;5;E;;;;;N;;;;N;;;N;
565;62;1;1;1;C;18;S;N;N;S;10.10.2019;12.12.2019;24.10.2019;N;10.10.2019;1;N;DIGITAL
565;129;1;1;3;C;21;S;N;N;S;23.01.2020;23.04.2020;04.06.2020;N;13.02.2020;1;N;DIGITAL
565;130;1;1;4;A;12;N;N;N;S;04.06.2020;06.08.2020;05.08.2020;N;10.06.2020;1;N;DIGITAL
565;131;1;1;2;C;17;S;N;N;S;31.10.2019;02.01.2020;23.01.2020;N;05.12.2019;1;N;DIGITAL
565;196;1;1;5;E;;;;;N;06.08.2020;;;N;;;N;
566;62;1;1;1;C;18;S;N;N;S;10.10.2019;12.12.2019;31.10.2019;N;10.10.2019;1;N;DIGITAL
566;129;1;1;3;C;21;S;N;N;S;13.02.2020;14.05.2020;10.10.2020;N;27.04.2020;1;N;DIGITAL
566;130;1;1;4;A;11;N;N;N;S;10.10.2020;12.12.2020;;N;14.11.2020;1;N;DIGITAL
566;131;1;1;2;C;17;S;N;N;S;31.10.2019;02.01.2020;13.02.2020;N;31.10.2019;1;N;DIGITAL
566;196;1;1;5;E;;;;;N;12.12.2020;;;N;;;N;
567;62;1;1;1;C;18;N;N;N;S;17.10.2019;19.12.2019;28.11.2019;N;17.10.2019;1;N;DIGITAL
567;129;1;1;3;E;;;;;N;30.01.2020;;;N;;;N;
567;130;1;1;4;E;;;;;N;;;;N;;;N;
567;131;1;1;2;A;17;N;N;N;S;28.11.2019;30.01.2020;13.03.2020;N;28.11.2019;1;N;DIGITAL
567;196;1;1;5;E;;;;;N;;;;N;;;N;
568;81;5;1;1;C;14;S;N;N;S;19.10.2019;21.12.2019;30.11.2019;N;19.10.2019;1;N;DIGITAL
568;131;0;1;8;E;;;;;N;;;;N;;;N;
568;153;5;1;1;C;10;S;N;N;S;14.03.2020;;20.06.2020;N;09.05.2020;1;N;DIGITAL
568;154;0;1;10;A;2;N;N;N;S;;;02.05.2020;N;18.01.2020;;N;
568;155;5;1;2;C;10;S;N;N;S;08.02.2020;14.03.2020;11.07.2020;N;08.02.2020;1;N;DIGITAL
568;196;0;1;7;A;13;;;;S;01.08.2020;01.10.2020;;N;01.08.2020;1;N;DIGITAL
569;91;19;1;10;C;56;S;N;N;S;19.10.2019;23.05.2020;01.02.2020;N;19.10.2019;1;N;DIGITAL
569;107;19;1;2;C;56;S;N;N;S;01.02.2020;05.09.2020;18.04.2020;N;07.03.2020;1;N;DIGITAL
569;119;19;1;3;C;56;S;N;N;S;18.04.2020;21.11.2020;22.08.2020;N;23.05.2020;1;N;DIGITAL
569;125;0;1;26;C;17;N;N;;S;26.06.2021;28.08.2021;21.08.2021;N;20.02.2021;;N;
569;126;0;1;50;C;17;N;N;;S;05.06.2021;07.08.2021;;N;08.05.2021;;N;
569;130;0;1;51;C;18;S;N;N;S;04.09.2021;06.11.2021;25.09.2021;N;04.09.2021;1;N;DIGITAL
569;152;19;1;25;C;31;N;N;N;S;22.08.2020;23.01.2021;19.12.2020;N;05.09.2020;1;N;DIGITAL
569;161;0;1;4;C;21;S;N;N;S;;;17.04.2021;N;20.03.2021;1;N;DIGITAL
569;211;0;1;52;A;19;;;;S;;;;N;02.10.2021;1;N;DIGITAL
570;108;35;1;2;C;18;S;N;N;S;29.08.2020;30.10.2020;21.11.2020;N;29.08.2020;1;N;DIGITAL
570;111;0;1;10;C;20;S;N;N;S;;;29.08.2020;N;02.05.2020;1;N;DIGITAL
570;114;35;1;2;C;19;S;N;N;S;26.02.2021;;20.02.2021;N;21.11.2020;1;N;DIGITAL
570;116;35;1;10;C;22;N;N;N;S;19.10.2019;25.01.2020;14.08.2021;N;19.10.2019;1;N;DIGITAL
570;163;0;1;4;C;18;S;N;N;S;;;24.04.2021;N;27.03.2021;1;N;DIGITAL
570;211;0;1;11;E;11;;;;S;;;;N;09.10.2021;1;N;DIGITAL
570;212;0;1;1;C;32;N;N;;S;;;24.07.2021;N;08.05.2021;1;N;DIGITAL
570;216;0;1;5;C;20;N;N;;S;24.04.2021;26.06.2021;02.10.2021;N;02.05.2020;1;N;DIGITAL
571;81;5;1;1;C;14;S;N;N;S;23.10.2019;25.12.2019;05.12.2019;N;06.11.2019;1;N;DIGITAL
571;153;5;1;4;E;;;;;N;04.03.2020;;;N;;;N;
571;154;5;1;2;C;10;S;N;N;S;05.12.2019;09.01.2020;29.01.2020;N;20.12.2019;1;N;DIGITAL
571;155;5;1;3;A;9;N;N;N;S;29.01.2020;04.03.2020;11.03.2020;N;26.02.2020;1;N;DIGITAL
571;196;0;1;5;E;;;;;N;;;;N;;;N;
572;62;1;1;1;A;4;N;N;N;N;25.10.2019;27.12.2019;01.11.2019;N;;;N;
572;129;1;1;3;E;;;;;N;;;;N;;;N;
572;130;1;1;4;E;;;;;N;;;;N;;;N;
572;131;1;1;2;E;;;;;N;27.12.2019;;;N;;;N;
572;196;1;1;5;E;;;;;N;;;;N;;;N;
573;62;1;1;1;A;11;N;N;N;S;25.10.2019;27.12.2019;04.12.2019;N;06.11.2019;1;N;DIGITAL
573;129;1;1;3;E;;;;;N;;;;N;;;N;
573;130;1;1;4;E;;;;;N;;;;N;;;N;
573;131;1;1;2;E;;;;;N;27.12.2019;;;N;;;N;
573;196;1;1;5;E;;;;;N;;;;N;;;N;
574;134;5;1;5;E;;;;;N;;;;N;;;N;
574;153;5;1;4;E;;;;;N;;;;N;;;N;
574;154;5;1;2;A;3;S;N;N;S;28.10.2019;29.10.2019;29.10.2019;N;28.10.2019;1;N;DIGITAL
574;155;5;1;3;E;;;;;N;29.10.2019;;;N;;;N;
575;134;5;1;5;E;;;;;N;;;;N;;;N;
575;153;5;1;4;E;;;;;N;;;;N;;;N;
575;154;5;1;2;A;7;N;N;N;N;28.10.2019;28.10.2019;05.11.2019;N;;;N;
575;155;5;1;3;E;;;;;N;28.10.2019;;;N;;;N;
576;134;5;1;5;E;;;;;N;;;;N;;;N;
576;153;5;1;4;E;;;;;N;;;;N;;;N;
576;154;5;1;2;A;2;N;N;N;N;29.10.2019;29.10.2019;;N;;;N;
576;155;5;1;3;E;;;;;N;29.10.2019;;;N;;;N;
577;134;5;1;5;E;;;;;N;;;;N;;;N;
577;153;5;1;4;E;;;;;N;;;;N;;;N;
577;154;5;1;2;A;3;S;N;N;N;29.10.2019;29.10.2019;05.11.2019;N;;;N;
577;155;5;1;3;E;;;;;N;29.10.2019;;;N;;;N;
578;134;5;1;5;E;;;;;N;;;;N;;;N;
578;153;5;1;4;E;;;;;N;;;;N;;;N;
578;154;5;1;2;A;3;N;N;N;N;29.10.2019;29.10.2019;;N;;;N;
578;155;5;1;3;E;;;;;N;29.10.2019;;;N;;;N;
579;134;5;1;5;E;;;;;N;;;;N;;;N;
579;153;5;1;4;E;;;;;N;;;;N;;;N;
579;154;5;1;2;A;4;S;N;S;N;29.10.2019;29.10.2019;;N;;;N;
579;155;5;1;3;E;;;;;N;29.10.2019;;;N;;;N;
580;134;5;1;5;E;;;;;N;;;;N;;;N;
580;153;5;1;4;E;;;;;N;;;;N;;;N;
580;154;5;1;2;A;3;N;N;N;N;29.10.2019;29.10.2019;;N;;;N;
580;155;5;1;3;E;;;;;N;29.10.2019;;;N;;;N;
581;134;5;1;5;E;;;;;N;;;;N;;;N;
581;153;5;1;4;E;;;;;N;;;;N;;;N;
581;154;5;1;2;E;;;;;N;;;;N;;;N;
581;155;5;1;3;E;;;;;N;;;;N;;;N;
582;134;5;1;5;E;;;;;N;;;;N;;;N;
582;153;5;1;4;E;;;;;N;;;;N;;;N;
582;154;5;1;2;E;;;;;N;;;;N;;;N;
582;155;5;1;3;E;;;;;N;;;;N;;;N;
583;134;5;1;5;E;;;;;N;;;;N;;;N;
583;153;5;1;4;E;;;;;N;;;;N;;;N;
583;154;5;1;2;E;;;;;N;;;;N;;;N;
583;155;5;1;3;E;;;;;N;;;;N;;;N;
584;134;5;1;5;E;;;;;N;;;;N;;;N;
584;153;5;1;4;E;;;;;N;;;;N;;;N;
584;154;5;1;2;E;;;;;N;;;;N;;;N;
584;155;5;1;3;E;;;;;N;;;;N;;;N;
585;134;5;1;5;E;;;;;N;;;;N;;;N;
585;153;5;1;4;E;;;;;N;;;;N;;;N;
585;154;5;1;2;E;;;;;N;;;;N;;;N;
585;155;5;1;3;E;;;;;N;;;;N;;;N;
586;134;5;1;5;E;;;;;N;;;;N;;;N;
586;153;5;1;4;E;;;;;N;;;;N;;;N;
586;154;5;1;2;E;;;;;N;;;;N;;;N;
586;155;5;1;3;E;;;;;N;;;;N;;;N;
587;134;5;1;5;E;;;;;N;;;;N;;;N;
587;153;5;1;4;E;;;;;N;;;;N;;;N;
587;154;5;1;2;E;;;;;N;;;;N;;;N;
587;155;5;1;3;E;;;;;N;;;;N;;;N;
588;134;5;1;5;E;;;;;N;;;;N;;;N;
588;153;5;1;4;E;;;;;N;;;;N;;;N;
588;154;5;1;2;E;;;;;N;;;;N;;;N;
588;155;5;1;3;E;;;;;N;;;;N;;;N;
589;134;5;1;5;E;;;;;N;;;;N;;;N;
589;153;5;1;4;E;;;;;N;;;;N;;;N;
589;154;5;1;2;E;;;;;N;;;;N;;;N;
589;155;5;1;3;E;;;;;N;;;;N;;;N;
590;134;5;1;5;E;;;;;N;;;;N;;;N;
590;153;5;1;4;E;;;;;N;;;;N;;;N;
590;154;5;1;2;E;;;;;N;;;;N;;;N;
590;155;5;1;3;E;;;;;N;;;;N;;;N;
591;130;0;1;1;A;6;N;N;N;N;01.11.2019;05.11.2019;;N;;;N;
591;134;5;1;5;E;;;;;N;;;;N;;;N;
591;153;5;1;4;E;;;;;N;;;;N;;;N;
591;154;5;1;6;E;;;;;N;;;;N;;;N;
591;155;5;1;3;E;;;;;N;05.11.2019;;;N;;;N;
592;134;5;1;5;E;;;;;N;;;;N;;;N;
592;153;5;1;4;E;;;;;N;;;;N;;;N;
592;154;5;1;2;A;4;N;N;N;N;01.11.2019;05.11.2019;08.11.2019;N;;;N;
592;155;5;1;3;E;;;;;N;05.11.2019;;;N;;;N;
593;81;5;1;1;E;;;;;N;;;;N;;;N;
593;134;5;1;5;E;;;;;N;;;;N;;;N;
593;153;5;1;4;E;;;;;N;;;;N;;;N;
593;154;5;1;2;E;;;;;N;;;;N;;;N;
593;155;5;1;3;E;;;;;N;;;;N;;;N;
594;81;5;1;1;E;;;;;N;;;;N;;;N;
594;134;5;1;5;E;;;;;N;;;;N;;;N;
594;153;5;1;4;E;;;;;N;;;;N;;;N;
594;154;5;1;2;E;;;;;N;;;;N;;;N;
594;155;5;1;3;E;;;;;N;;;;N;;;N;
595;81;5;1;1;E;;;;;N;;;;N;;;N;
595;134;5;1;5;E;;;;;N;;;;N;;;N;
595;153;5;1;4;E;;;;;N;;;;N;;;N;
595;154;5;1;2;E;;;;;N;;;;N;;;N;
595;155;5;1;3;E;;;;;N;;;;N;;;N;
596;81;5;1;1;E;;;;;N;;;;N;;;N;
596;134;5;1;5;E;;;;;N;;;;N;;;N;
596;153;5;1;4;E;;;;;N;;;;N;;;N;
596;154;5;1;2;E;;;;;N;;;;N;;;N;
596;155;5;1;3;E;;;;;N;;;;N;;;N;
597;81;5;1;1;A;3;S;N;N;N;09.11.2019;09.11.2019;09.11.2019;N;;;N;
597;134;5;1;5;E;;;;;N;;;;N;;;N;
597;153;5;1;4;E;;;;;N;;;;N;;;N;
597;154;5;1;2;E;;;;;N;09.11.2019;;;N;;;N;
597;155;5;1;3;E;;;;;N;;;;N;;;N;
598;79;0;1;1;A;1;S;N;;N;;;;N;;;N;
598;81;5;1;6;A;2;S;N;S;S;05.11.2019;05.11.2019;05.11.2019;N;05.11.2019;1;N;DIGITAL
598;134;5;1;5;E;;;;;N;;;;N;;;N;
598;139;0;1;7;A;1;S;N;;N;;;;N;;;N;
598;153;5;1;4;E;;;;;N;;;;N;;;N;
598;154;5;1;2;E;;;;;N;05.11.2019;;;N;;;N;
598;155;5;1;3;E;;;;;N;;;;N;;;N;
599;81;5;1;1;C;14;S;N;N;S;30.10.2019;01.01.2020;30.11.2019;N;30.10.2019;1;N;DIGITAL
599;129;0;1;3;C;21;S;N;N;S;18.01.2020;18.04.2020;29.02.2020;N;18.01.2020;1;N;DIGITAL
599;153;5;1;4;A;3;S;N;N;S;29.02.2020;04.04.2020;07.03.2020;N;29.02.2020;1;N;DIGITAL
599;154;5;1;2;C;10;S;N;N;S;30.11.2019;04.01.2020;18.01.2020;N;18.01.2020;1;N;DIGITAL
599;201;0;1;5;E;;;;;N;;;;N;;;N;
600;72;0;1;1;A;4;N;N;;N;;;;N;;;N;
600;81;5;1;10;A;9;S;N;N;S;01.11.2019;03.01.2020;06.03.2020;N;01.11.2019;1;N;DIGITAL
600;134;5;1;5;E;;;;;N;;;;N;;;N;
600;153;5;1;4;E;;;;;N;18.09.2020;;;N;;;N;
600;154;5;1;10;C;10;S;N;N;S;18.04.2020;23.05.2020;14.08.2020;N;15.05.2020;1;N;DIGITAL
600;155;5;1;3;A;1;S;N;;S;14.08.2020;18.09.2020;;N;28.08.2020;1;N;DIGITAL
601;81;5;1;1;C;14;S;N;N;S;01.11.2019;03.01.2020;29.11.2019;N;01.11.2019;1;N;DIGITAL
601;153;5;1;4;C;10;S;N;N;S;01.05.2020;05.06.2020;03.07.2020;N;21.02.2020;1;N;DIGITAL
601;155;5;1;2;C;10;S;N;N;S;31.01.2020;06.03.2020;17.04.2020;N;31.01.2020;1;N;DIGITAL
601;180;0;1;11;A;13;;;;S;31.07.2020;30.09.2020;;N;31.07.2020;1;N;DIGITAL
602;81;5;1;1;C;14;S;N;N;S;05.11.2019;07.01.2020;18.12.2019;N;05.11.2019;1;N;DIGITAL
602;134;5;1;5;E;;;;;N;;;;N;;;N;
602;153;5;1;4;E;;;;;N;08.04.2020;;;N;;;N;
602;154;5;1;2;C;10;S;N;N;S;18.12.2019;22.01.2020;04.03.2020;N;15.01.2020;1;N;DIGITAL
602;155;5;1;3;A;1;S;N;;S;04.03.2020;08.04.2020;;N;11.03.2020;1;N;DIGITAL
603;81;5;1;10;C;14;S;N;N;S;05.11.2019;07.01.2020;29.11.2019;N;05.11.2019;1;N;DIGITAL
603;131;0;1;10;C;17;S;N;N;S;;;03.12.2020;N;30.07.2020;1;N;DIGITAL
603;153;5;1;1;C;10;S;N;N;S;27.02.2020;02.04.2020;31.03.2021;N;29.04.2020;1;N;DIGITAL
603;154;0;1;10;C;10;S;N;N;S;;;27.05.2020;N;19.12.2019;;N;
603;155;0;1;2;C;10;S;N;N;S;03.06.2020;08.07.2020;31.03.2021;N;30.01.2020;;N;
604;81;5;1;1;C;14;S;N;N;S;13.11.2019;15.01.2020;04.12.2019;N;13.11.2019;1;N;DIGITAL
604;134;5;1;5;E;;;;;N;;;;N;;;N;
604;153;5;1;4;E;;;;;N;04.03.2020;;;N;;;N;
604;154;5;1;2;C;10;S;N;N;S;11.12.2019;15.01.2020;22.01.2020;N;15.01.2020;1;N;DIGITAL
604;155;0;1;4;A;8;N;N;N;S;29.01.2020;04.03.2020;04.03.2020;N;29.01.2020;1;N;DIGITAL
605;91;19;1;10;A;41;N;N;N;S;16.11.2019;20.06.2020;15.02.2020;N;16.11.2019;1;N;DIGITAL
605;107;19;1;1;A;27;N;N;N;S;20.06.2020;;29.08.2020;N;09.05.2020;1;N;DIGITAL
605;119;19;1;3;E;;;;;N;;;;N;;;N;
605;152;19;1;5;E;;;;;N;;;;N;;;N;
606;62;1;1;1;C;18;N;N;N;S;23.11.2019;23.11.2019;18.01.2020;N;23.11.2019;1;N;DIGITAL
606;129;1;1;3;E;;;;;S;18.01.2020;;;N;11.11.2020;1;N;DIGITAL
606;130;1;1;4;E;;;;;N;;;;N;;;N;
606;131;1;1;2;A;17;S;N;N;S;18.01.2020;18.01.2020;12.06.2020;N;18.01.2020;1;N;DIGITAL
606;196;1;1;5;E;;;;;N;;;;N;;;N;
607;62;1;1;1;A;4;S;N;N;S;23.11.2019;25.01.2020;23.11.2019;N;23.11.2019;1;N;DIGITAL
607;129;1;1;3;E;;;;;N;;;;N;;;N;
607;130;1;1;4;E;;;;;N;;;;N;;;N;
607;131;1;1;2;E;;;;;N;25.01.2020;;;N;;;N;
607;196;1;1;5;E;;;;;N;;;;N;;;N;
608;72;0;1;10;A;35;N;N;;N;;;;N;;;N;
608;129;17;1;2;C;21;S;N;N;S;04.12.2019;04.03.2020;27.02.2020;N;12.12.2019;1;N;DIGITAL
608;130;17;1;3;C;18;S;N;N;S;27.02.2020;30.04.2020;09.04.2020;N;09.04.2020;1;N;DIGITAL
608;131;17;1;4;C;17;S;N;N;S;15.04.2020;17.06.2020;30.04.2020;N;24.04.2020;1;N;DIGITAL
608;142;17;1;5;C;16;S;N;N;S;30.04.2020;02.07.2020;04.06.2020;N;21.05.2020;1;N;DIGITAL
608;144;17;1;6;C;19;S;N;N;S;17.06.2020;19.08.2020;21.08.2020;N;02.07.2020;1;N;DIGITAL
608;147;17;1;9;C;15;S;N;N;S;23.10.2020;25.12.2020;18.11.2020;N;06.11.2020;1;N;DIGITAL
608;150;17;1;7;C;22;S;N;N;S;21.08.2020;27.11.2020;02.10.2020;N;28.08.2020;1;N;DIGITAL
608;151;17;1;8;C;12;S;N;N;S;02.10.2020;04.12.2020;16.10.2020;N;13.11.2020;1;N;DIGITAL
609;62;1;1;1;C;18;N;N;N;S;05.12.2019;06.02.2020;24.01.2020;N;05.12.2019;1;N;DIGITAL
609;129;1;1;3;E;;;;;N;27.03.2020;;;N;;;N;
609;130;1;1;4;E;;;;;N;;;;N;;;N;
609;131;1;1;2;A;16;S;N;N;S;24.01.2020;27.03.2020;21.02.2020;N;24.01.2020;1;N;DIGITAL
609;196;1;1;5;E;;;;;N;;;;N;;;N;
610;62;1;1;1;C;18;N;N;N;S;05.12.2019;06.02.2020;23.01.2020;N;05.12.2019;1;N;DIGITAL
610;72;0;1;1.000;C;110;N;N;;N;;;;N;;;N;
610;129;1;1;3;C;21;S;N;N;S;21.05.2020;27.08.2020;01.10.2020;N;11.06.2020;1;N;DIGITAL
610;130;1;1;4;C;18;S;N;N;S;15.10.2020;17.12.2020;20.01.2021;N;05.11.2020;1;N;DIGITAL
610;131;1;1;2;C;17;S;N;N;S;23.01.2020;26.03.2020;21.05.2020;N;23.01.2020;1;N;DIGITAL
610;196;1;1;10;C;13;N;N;;S;20.01.2021;24.03.2021;03.03.2021;N;20.01.2021;1;N;DIGITAL
611;62;1;1;1;C;18;N;N;N;S;05.12.2019;06.02.2020;24.01.2020;N;19.12.2019;1;N;DIGITAL
611;72;0;1;6;C;110;N;N;;N;;;;N;;;N;
611;114;0;1;8;A;16;S;N;S;S;03.03.2021;05.05.2021;;N;03.03.2021;1;N;DIGITAL
611;129;1;1;4;C;21;S;N;N;S;01.07.2020;02.09.2020;30.09.2020;N;01.07.2020;1;N;DIGITAL
611;130;1;1;5;C;18;S;N;N;S;30.09.2020;02.12.2020;11.11.2020;N;01.07.2020;1;N;DIGITAL
611;131;1;1;2;C;17;S;N;N;S;24.01.2020;27.03.2020;03.06.2020;N;24.01.2020;1;N;DIGITAL
611;196;1;1;3;C;13;;;;S;05.06.2020;05.08.2020;01.07.2020;N;05.06.2020;1;N;DIGITAL
611;216;0;1;7;C;20;;;;S;;;26.02.2021;N;05.02.2021;1;N;DIGITAL
612;62;1;1;1;C;18;S;N;N;S;05.12.2019;06.02.2020;24.01.2020;N;19.12.2019;1;N;DIGITAL
612;72;0;1;6;C;110;N;N;;N;;;;N;;;N;
612;129;1;1;3;C;21;S;N;N;S;10.06.2020;16.09.2020;14.10.2020;N;17.06.2020;1;N;DIGITAL
612;130;1;1;4;C;18;S;N;N;S;14.10.2020;16.12.2020;27.01.2021;N;21.10.2020;1;N;DIGITAL
612;131;1;1;2;C;17;S;N;N;S;24.01.2020;27.03.2020;10.06.2020;N;24.01.2020;1;N;DIGITAL
612;196;1;1;9;E;14;;;;S;16.12.2020;;;N;27.01.2021;1;N;DIGITAL
613;62;1;1;1;A;10;S;N;N;S;07.12.2019;08.02.2020;07.03.2020;N;07.12.2019;1;N;DIGITAL
